City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Jaciara,BR,-15.9653,-54.9683,78.94,28,100,3.04,overcast clouds
345,Rudnogorsk,RU,57.2639,103.7519,51.06,93,100,1.21,overcast clouds
346,Namatanai,PG,-3.6667,152.4333,80.76,79,95,7.0,overcast clouds
347,Domoni,KM,-12.2569,44.5319,74.91,73,9,10.92,clear sky
348,Grand Gaube,MU,-20.0064,57.6608,70.38,73,17,4.0,few clouds
349,Severodvinsk,RU,64.5635,39.8302,62.71,79,84,7.2,broken clouds
350,Hofn,IS,64.2539,-15.2082,47.97,85,57,4.5,broken clouds
351,San Carlos De Bariloche,AR,-41.1456,-71.3082,33.55,75,75,9.22,broken clouds
352,Kieta,PG,-6.2167,155.6333,81.37,74,96,4.45,overcast clouds
353,Kawalu,ID,-7.3817,108.2082,73.15,98,100,1.12,overcast clouds
354,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,70.88,88,92,2.62,overcast clouds
355,Rafaela,AR,-31.2503,-61.4867,65.98,44,22,8.03,few clouds
356,Belyy Yar,RU,53.6039,91.3903,51.69,79,90,2.24,overcast clouds
357,Kalmunai,LK,7.4167,81.8167,79.29,64,89,2.98,overcast clouds
358,Half Moon Bay,US,37.4636,-122.4286,88.05,70,75,19.57,haze
359,Conversion,PH,15.8984,121.1277,74.43,94,87,2.35,overcast clouds
360,Oktyabrskoye,RU,43.0645,44.7417,66.34,83,96,4.47,overcast clouds
361,Leningradskiy,RU,69.3833,178.4167,37.06,74,16,9.95,few clouds
362,Mandalgovi,MN,45.7625,106.2708,66.65,51,100,11.48,light rain
363,Ostrovnoy,RU,68.0531,39.5131,58.39,89,100,12.68,overcast clouds
364,Mitsamiouli,KM,-11.3847,43.2844,77.11,71,45,7.52,scattered clouds
365,Beringovskiy,RU,63.05,179.3167,46.67,98,100,11.5,light rain
366,Cherskiy,RU,68.75,161.3,50.54,51,76,0.92,broken clouds
367,Olavarria,AR,-36.8927,-60.3225,47.75,81,82,8.03,broken clouds
368,Cabo Frio,BR,-22.8794,-42.0186,71.64,88,0,16.11,clear sky
369,Minas,UY,-34.3759,-55.2377,57.0,92,89,11.65,overcast clouds
370,Nioro,GM,13.35,-15.75,81.91,77,100,9.8,overcast clouds
371,Tawau,MY,4.2498,117.8871,75.33,94,100,1.43,overcast clouds
372,Fairbanks,US,64.8378,-147.7164,68.59,38,0,9.22,smoke
373,Bubaque,GW,11.2833,-15.8333,80.56,81,100,13.56,overcast clouds
374,Bandarbeyla,SO,9.4942,50.8122,78.15,80,98,31.63,overcast clouds
375,Batemans Bay,AU,-35.7167,150.1833,41.9,72,0,5.46,clear sky
376,Nanchang,CN,28.6833,115.8833,83.28,75,100,5.99,overcast clouds
377,Lazaro Cardenas,MX,17.9583,-102.2,86.9,65,86,10.38,overcast clouds
378,Preobrazheniye,RU,42.9019,133.9064,63.3,94,100,22.26,moderate rain
379,Wanning,CN,18.8003,110.3967,81.21,90,99,9.64,overcast clouds
380,Asyut,EG,27.181,31.1837,82.58,31,1,19.1,clear sky
381,Rognan,NO,67.0953,15.3878,51.94,67,100,5.14,light rain
382,Terrace,CA,54.5163,-128.6035,62.51,72,100,5.75,light intensity shower rain
383,Isla Mujeres,MX,21.2311,-86.731,87.85,70,57,9.44,broken clouds
384,Sioux Lookout,CA,50.1001,-91.917,75.27,46,75,8.05,broken clouds
385,Aquiraz,BR,-3.9014,-38.3911,80.69,83,27,10.29,scattered clouds
386,Bilma,NE,18.6853,12.9164,92.21,20,8,5.64,clear sky
387,Cockburn Town,TC,21.4612,-71.1419,81.75,79,95,19.26,overcast clouds
388,Margate,GB,51.3813,1.3862,63.3,77,80,1.01,broken clouds
389,Atar,MR,20.5169,-13.0499,96.1,27,91,2.35,overcast clouds
390,Ajdabiya,LY,30.7554,20.2263,76.96,46,0,12.66,clear sky
391,Spring,US,30.0799,-95.4172,99.05,53,40,9.22,scattered clouds
392,Takahagi,JP,36.7167,140.7167,72.09,96,100,4.0,overcast clouds
393,Kerema,PG,-7.9631,145.7785,75.09,85,100,8.81,overcast clouds
394,Berdigestyakh,RU,62.0989,126.6992,66.54,93,9,3.42,clear sky
395,Tumut,AU,-35.3,148.2167,34.84,80,1,2.19,clear sky
396,Tezu,IN,27.9167,96.1667,78.46,81,44,4.68,scattered clouds
397,Laibin,CN,23.7,109.2667,78.49,92,83,2.77,broken clouds
398,Hot Springs,US,34.5037,-93.0552,97.2,45,20,8.05,few clouds
399,Kedrovyy,RU,56.1667,91.8167,39.61,91,73,3.22,broken clouds
400,Black River,JM,18.0264,-77.8487,83.19,70,34,1.52,moderate rain
401,Kaduqli,SD,11.0167,29.7167,71.15,96,100,5.1,heavy intensity rain
402,Abu Zabad,SD,12.35,29.25,75.81,77,100,9.22,light rain
403,Kamalapuram,IN,14.5833,78.65,78.93,65,100,19.17,overcast clouds
404,Micheweni,TZ,-4.9667,39.8333,74.52,86,44,14.81,light rain
405,Becicherecu Mic,RO,45.8292,21.0514,77.22,36,91,6.64,light rain
406,Pangody,RU,65.85,74.4859,53.83,61,11,7.7,few clouds
407,Luderitz,NA,-26.6481,15.1594,64.29,43,0,8.39,clear sky
408,Bucerias,MX,20.75,-105.3333,88.99,74,40,12.66,scattered clouds
409,El Bosque,MX,17.0667,-92.7333,65.8,93,100,2.19,overcast clouds
410,Santa Cruz De Tenerife,ES,28.4682,-16.2546,79.59,88,75,20.71,broken clouds
411,Mbandaka,CD,0.0487,18.2603,74.68,77,62,3.47,broken clouds
412,Havoysund,NO,70.9963,24.6622,53.83,99,100,12.95,light rain
413,Danville,US,36.586,-79.395,84.87,59,0,4.0,clear sky
414,Hukuntsi,BW,-24.0,21.75,58.23,30,0,6.73,clear sky
415,Garden City,US,42.3256,-83.331,84.45,35,40,3.44,scattered clouds
416,Hotaka,JP,36.3396,137.8825,73.44,85,100,2.46,light rain
417,Parambu,BR,-6.2111,-40.6944,75.15,41,1,3.44,clear sky
418,Natitingou,BJ,10.3042,1.3796,73.72,85,30,5.14,scattered clouds
419,Russell,US,32.3502,-85.1999,85.15,62,0,0.0,clear sky
420,Senanga,ZM,-16.1167,23.2667,60.94,38,51,6.42,broken clouds
421,Hanyang,CN,32.1371,105.5126,73.0,94,98,2.3,overcast clouds
422,Biak,ID,-0.9131,122.8766,73.0,93,100,2.93,overcast clouds
423,Arman,RU,59.7,150.1667,73.02,66,94,3.02,overcast clouds
424,Namibe,AO,-15.1961,12.1522,65.39,85,74,3.51,broken clouds
425,Arlit,NE,18.7369,7.3853,94.39,13,10,8.39,clear sky
426,Chontalpa,MX,17.7,-93.5167,83.52,77,100,6.93,overcast clouds
427,Jurm,AF,36.8648,70.8342,64.56,42,0,0.34,clear sky
428,Dubuque,US,42.4833,-90.8668,81.52,53,75,11.5,broken clouds
429,Calama,CL,-22.4667,-68.9333,57.69,14,0,26.46,clear sky
430,Nokaneng,BW,-19.6667,22.2667,56.95,37,0,7.43,clear sky
431,Whyalla,AU,-33.0333,137.5833,46.87,69,0,11.83,clear sky
432,High Level,CA,58.5169,-117.136,75.31,35,40,8.05,scattered clouds
433,Uray,RU,60.1247,64.7758,67.51,77,65,5.57,broken clouds
434,Christchurch,NZ,-43.5333,172.6333,42.33,87,40,9.22,scattered clouds
435,Katakwi,UG,1.8911,33.9661,68.81,62,76,6.08,broken clouds
436,Mul,IN,20.0667,79.6667,75.88,91,100,10.58,overcast clouds
437,Kijang,KR,35.2442,129.2139,74.93,86,61,3.27,broken clouds
438,Labelle,US,26.7617,-81.4384,78.85,60,57,7.96,moderate rain
439,Issenye,TZ,-2.0,34.3333,70.16,52,80,4.76,broken clouds
440,Baturaja,ID,-4.1333,104.1667,72.79,99,77,2.51,broken clouds
441,Anadyr,RU,64.75,177.4833,57.7,71,40,6.71,scattered clouds
442,Zeya,RU,53.75,127.2667,69.51,74,92,3.29,overcast clouds
443,Bambanglipuro,ID,-7.95,110.2833,75.18,92,43,7.14,scattered clouds
444,Kenai,US,60.5544,-151.2583,60.89,86,100,6.91,overcast clouds
445,Mamakan,RU,57.8161,114.0028,64.87,89,42,2.3,scattered clouds
446,Samarai,PG,-10.6167,150.6667,76.1,72,100,19.82,overcast clouds
447,Faya,SA,18.3851,42.4509,68.11,55,99,5.12,overcast clouds
448,Vanavara,RU,60.34,102.2797,51.4,90,38,0.69,scattered clouds
449,Manta,EC,-0.95,-80.7333,80.38,65,75,12.66,broken clouds
450,Svetlaya,RU,46.5389,138.3297,58.5,97,100,12.71,overcast clouds
451,Muscat,OM,23.6139,58.5922,90.14,67,43,1.05,scattered clouds
452,Dera Bugti,PK,29.0307,69.151,83.08,70,84,5.61,broken clouds
453,Mount Isa,AU,-20.7333,139.5,42.57,56,9,8.05,clear sky
454,Huarmey,PE,-10.0681,-78.1522,64.65,76,13,13.4,few clouds
455,Thabazimbi,ZA,-24.5917,27.4116,56.23,28,0,3.11,clear sky
456,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,20,17.27,few clouds
457,Pore,CO,5.7272,-71.9947,79.38,84,89,5.26,overcast clouds
458,Zyryanka,RU,65.75,150.85,62.2,58,99,6.35,overcast clouds
459,Vardo,NO,70.3705,31.1107,51.78,100,100,3.44,overcast clouds
460,Thunder Bay,CA,48.4001,-89.3168,75.18,33,40,13.8,scattered clouds
461,Havelock,US,34.8791,-76.9013,85.98,89,75,5.75,thunderstorm with light rain
462,Ileana,RO,44.5167,26.6667,76.15,33,95,4.47,overcast clouds
463,Kuching,MY,1.55,110.3333,75.42,94,20,2.3,few clouds
464,Lakatoro,VU,-16.0999,167.4164,79.88,76,15,4.63,few clouds
465,Yekaterinoslavka,RU,50.3734,129.1139,68.13,93,26,7.02,scattered clouds
466,Padina,RS,45.1181,20.7272,78.66,35,87,6.51,overcast clouds
467,Yulara,AU,-25.2406,130.9889,41.18,48,0,7.43,clear sky
468,Farkhor,TJ,37.4922,69.4036,78.58,21,0,4.43,clear sky
469,Kibre Mengist,ET,5.8833,38.9833,59.56,89,100,2.24,light rain
470,Lengshuitan,CN,26.4111,111.5956,78.33,83,100,4.36,overcast clouds
471,Aketi,CD,2.7388,23.7833,70.03,98,100,1.5,overcast clouds
472,Yar-Sale,RU,66.8333,70.8333,56.57,62,100,8.3,overcast clouds
473,Lagunas,PE,-5.2269,-75.6753,81.88,71,79,2.77,broken clouds
474,Filadelfia,US,39.9523,-75.1638,89.94,47,100,8.05,overcast clouds
475,Ouegoa,NC,-20.35,164.4333,70.25,55,1,11.86,clear sky
476,Kinablangan,PH,7.6947,126.5503,78.48,83,99,3.02,overcast clouds
477,Iquitos,PE,-3.7481,-73.2472,87.84,62,40,5.75,scattered clouds
478,Ilinskiy,RU,55.619,38.1182,62.31,88,0,8.99,clear sky
479,Kreminna,UA,49.0495,38.2179,58.64,80,34,6.67,scattered clouds
480,Constitucion,CL,-35.3333,-72.4167,48.56,81,80,11.72,broken clouds
481,Fortuna,US,40.5982,-124.1573,63.86,82,75,8.52,broken clouds
482,Pallasovka,RU,50.05,46.8833,64.9,66,5,11.86,clear sky
483,Taltal,CL,-25.4,-70.4833,56.73,66,75,4.0,broken clouds
484,Beidao,CN,34.5686,105.8933,71.94,92,70,3.11,broken clouds
485,Chincha Alta,PE,-13.4099,-76.1323,64.99,67,91,4.25,overcast clouds
486,Jawhar,SO,2.7809,45.5005,75.2,80,10,14.0,clear sky
487,Prince Rupert,CA,54.3161,-130.3201,57.29,87,100,28.77,overcast clouds
488,Blacklick Estates,US,39.9051,-82.8643,83.39,56,75,4.61,broken clouds
489,Sungaipenuh,ID,-2.0833,101.3833,65.08,98,100,1.99,moderate rain
490,Klaeng,TH,12.7797,101.6483,81.0,100,74,2.04,moderate rain
491,Diapaga,BF,12.0708,1.7889,82.9,62,5,9.71,clear sky
492,Neiafu,TO,-18.65,-173.9833,79.48,78,40,10.36,light intensity shower rain
493,Nara,JP,34.6851,135.8049,77.5,78,95,0.78,light rain
494,Udachnyy,RU,66.4167,112.4,53.46,76,100,11.34,overcast clouds
495,Tabuk,PH,17.4189,121.4443,74.3,95,100,3.62,overcast clouds
496,Alofi,NU,-19.0595,-169.9187,80.49,69,75,14.97,broken clouds
497,Pahrump,US,36.2083,-115.9839,105.85,20,100,11.18,overcast clouds
498,Tema,GH,5.667,-0.0166,75.54,86,73,10.31,broken clouds
499,Amahai,ID,-3.3333,128.9167,77.14,88,100,11.48,overcast clouds
500,Asau,RO,46.4333,26.4,63.52,66,55,5.39,broken clouds
501,San Juan,AR,-31.5375,-68.5364,51.3,38,78,15.05,broken clouds
502,Palencia,ES,42.4167,-4.5,81.1,31,30,13.58,scattered clouds
503,The Valley,AI,18.217,-63.0578,83.82,81,25,22.03,scattered clouds
504,Canta,TR,41.1181,28.0803,66.67,77,0,8.05,clear sky
505,Bairnsdale,AU,-37.8333,147.6167,45.05,84,9,5.37,clear sky
506,Sorland,NO,67.667,12.6934,49.86,89,100,19.13,overcast clouds
507,Malkangiri,IN,18.35,81.9,73.56,93,100,7.92,overcast clouds
508,Bitung,ID,1.4451,125.1824,76.05,92,100,6.85,overcast clouds
509,Pundaguitan,PH,6.3711,126.1689,81.59,76,40,2.1,scattered clouds
510,Bermeo,ES,43.4209,-2.7215,76.48,79,26,0.92,scattered clouds
511,Livingston,GB,55.9029,-3.5226,56.59,78,0,8.05,clear sky
512,Narasannapeta,IN,18.4167,84.05,78.57,81,68,6.89,broken clouds
513,Athabasca,CA,54.7169,-113.2854,75.61,56,97,8.21,overcast clouds
514,Mumford,GH,5.2618,-0.759,74.7,90,35,11.05,scattered clouds
515,Dunedin,NZ,-45.8742,170.5036,43.81,79,100,8.01,overcast clouds
516,Orlik,RU,52.5178,99.825,48.22,95,100,0.45,light rain
517,Calbuco,CL,-41.768,-73.1273,45.61,71,47,6.73,scattered clouds
518,Altamira,BR,-3.2033,-52.2064,76.35,85,100,2.84,overcast clouds
519,Harper,LR,4.375,-7.7169,75.07,81,76,8.52,broken clouds
520,Ubinskoye,RU,55.3068,79.6802,53.67,94,100,13.76,moderate rain
521,Lengshuijiang,CN,27.6881,111.4294,78.44,84,72,3.22,broken clouds
522,Bedele,ET,8.456,36.353,56.21,98,100,1.92,light rain
523,Mosjoen,NO,65.836,13.1908,50.52,87,20,5.99,light rain
524,Mae Sai,TH,20.4335,99.8762,72.7,99,92,1.41,overcast clouds
525,Safford,US,32.834,-109.7076,103.12,21,0,12.66,clear sky
526,Robertson,US,36.5167,-86.8667,93.36,43,75,3.44,broken clouds
527,Taiyuan,CN,37.8694,112.5603,75.06,83,0,0.0,clear sky
528,Tecoanapa,MX,16.5167,-98.75,85.44,65,97,9.13,overcast clouds
529,Mahanje,TZ,-9.9333,35.3333,56.5,90,9,2.68,clear sky
530,Sibu,MY,2.3,111.8167,71.91,94,40,3.44,scattered clouds
531,Balad,IQ,34.0164,44.1453,91.96,19,0,12.93,clear sky
532,Mezen,RU,65.8522,44.24,60.62,83,99,4.18,overcast clouds
533,Grindavik,IS,63.8424,-22.4338,51.75,76,75,6.91,broken clouds
534,Omsukchan,RU,62.5333,155.8,67.71,50,85,7.4,overcast clouds
535,Idrinskoye,RU,54.3708,92.1358,46.78,88,21,2.44,few clouds
536,Mingaora,PK,34.7758,72.3625,72.81,77,29,3.85,scattered clouds
537,Churapcha,RU,62.0025,132.4325,69.66,84,48,5.35,scattered clouds
538,Necochea,AR,-38.5473,-58.7368,50.47,93,100,14.12,light rain
539,Beyneu,KZ,45.3167,55.2,86.9,18,67,12.82,broken clouds
540,Birao,CF,10.2849,22.7882,73.27,78,81,4.16,broken clouds
541,Wanxian,CN,30.8039,108.3897,80.46,81,75,2.33,broken clouds
542,Luena,AO,-11.7833,19.9167,53.78,49,2,4.63,clear sky
543,Clarence Town,AU,-32.5833,151.7833,50.86,92,5,3.87,clear sky
544,Griffith,US,41.5284,-87.4237,83.14,66,40,9.22,scattered clouds
545,Beloha,MG,-25.1667,45.05,62.13,78,0,3.62,clear sky
546,Nova Olinda Do Norte,BR,-3.8881,-59.0942,83.26,62,75,2.91,broken clouds
547,Meulaboh,ID,4.1363,96.1285,75.34,89,79,5.06,broken clouds
548,Geraldton,AU,-28.7667,114.6,52.21,93,40,3.44,scattered clouds
549,Muswellbrook,AU,-32.2667,150.9,40.33,90,0,2.28,clear sky
550,Ilhabela,BR,-23.7781,-45.3581,69.53,94,40,9.13,scattered clouds
551,Choya,RU,52.0108,86.5467,47.46,86,93,3.65,overcast clouds
552,Marystown,CA,47.1666,-55.1483,63.43,72,100,5.03,overcast clouds
553,Narragansett,US,41.4501,-71.4495,82.47,81,0,4.61,clear sky
554,Daphne,US,30.6035,-87.9036,90.36,58,99,4.61,moderate rain
555,Egvekinot,RU,66.3167,-179.1667,46.56,58,100,7.11,overcast clouds
556,Medicine Hat,CA,50.0501,-110.6683,85.84,41,20,6.91,few clouds
557,Umm Lajj,SA,25.0213,37.2685,84.15,72,45,6.02,scattered clouds
558,Malibu,US,34.005,-118.8101,95.5,72,36,7.38,scattered clouds
559,Amarante Do Maranhao,BR,-5.5667,-46.7422,82.29,55,84,4.52,broken clouds
560,Jalu,LY,29.0331,21.5482,77.43,49,0,15.84,clear sky
561,Sijunjung,ID,-0.6876,100.9537,71.4,98,100,2.75,overcast clouds
562,Salinopolis,BR,-0.6136,-47.3561,78.62,87,61,11.7,broken clouds
563,Kushima,JP,31.4583,131.2333,81.59,83,93,7.9,light rain
564,Ust-Maya,RU,60.4167,134.5333,74.97,65,45,1.9,scattered clouds
565,Kirovskiy,RU,45.0917,133.5136,62.58,97,100,5.48,overcast clouds
566,Shimorskoye,RU,55.3244,42.0267,56.52,97,100,6.78,light rain
567,Aklavik,CA,68.2191,-135.0107,44.6,76,100,12.66,light rain
568,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,75,5.75,broken clouds
569,Tateyama,JP,34.9833,139.8667,77.09,89,71,5.21,light rain
570,Le Port,RE,-20.9373,55.2919,67.24,70,64,5.12,light rain
571,Mukhen,RU,48.1,136.1,71.6,79,100,2.77,overcast clouds
572,Rock Springs,US,41.5875,-109.2029,90.84,18,20,14.97,few clouds
573,Petrozavodsk,RU,61.7849,34.3469,60.26,87,89,0.0,overcast clouds
574,Cordoba,AR,-31.4135,-64.1811,61.75,44,0,13.8,clear sky
575,Eyl,SO,7.9803,49.8164,79.16,73,95,24.61,overcast clouds
576,Ingham,US,42.6,-84.3833,81.91,46,100,9.22,overcast clouds
577,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,89.85,33,80,16.53,broken clouds
578,San Matias,BO,-16.3667,-58.4,83.19,26,49,4.92,scattered clouds
579,Ladybrand,ZA,-29.1945,27.4574,43.16,38,0,2.19,clear sky
580,Sidney,AU,-33.8679,151.2073,46.71,80,20,8.05,few clouds
581,Pali,IN,25.7667,73.3333,84.54,74,79,6.31,broken clouds
582,Rovaniemi,FI,66.5,25.7167,60.21,88,0,5.75,clear sky
583,Pangani,TZ,-5.4333,38.9667,72.23,85,69,10.33,broken clouds
584,Elko,US,41.0002,-115.5012,98.62,9,33,7.0,scattered clouds
585,Coihaique,CL,-45.5752,-72.0662,34.41,80,100,3.44,overcast clouds
586,Chernyshevskiy,RU,63.0128,112.4714,55.76,94,100,2.73,light rain
587,Marzuq,YE,14.4,46.4667,77.02,60,100,2.93,light rain
588,Forio,IT,40.7342,13.8646,77.52,74,0,8.75,clear sky
589,Kalabo,ZM,-14.97,22.6814,56.77,48,0,5.99,clear sky
590,Kakonko,TZ,-3.2828,30.9642,65.62,44,6,1.9,clear sky
591,Inverell,AU,-29.7833,151.1167,41.16,88,0,1.99,clear sky
592,Qianan,CN,44.9932,124.0581,65.53,97,98,11.65,overcast clouds
593,Guilin,CN,25.2819,110.2864,77.11,87,78,1.05,broken clouds
594,Dingli,MT,35.8614,14.3822,76.82,64,0,3.44,clear sky
595,Wajima,JP,37.4,136.9,76.44,88,85,16.75,moderate rain
596,Kazanskaya,RU,45.4106,40.4361,61.12,71,0,5.57,clear sky
597,Mongu,ZM,-15.2484,23.1274,57.06,49,27,6.31,scattered clouds
598,Sakakah,SA,29.9697,40.2064,89.17,18,0,12.77,clear sky
599,Gandorhun,SL,7.5,-11.8333,72.95,98,100,3.11,light rain
600,Pochutla,MX,15.7432,-96.4661,85.82,70,99,10.42,overcast clouds
601,Kapit,MY,2.0167,112.9333,73.6,92,100,0.89,overcast clouds
602,San Remo,IT,43.8182,7.7612,80.31,82,1,1.01,clear sky
603,Yorkton,CA,51.2167,-102.4677,76.84,57,40,6.91,scattered clouds
604,Santa Maria,BR,-29.6842,-53.8069,58.3,100,100,11.5,mist
605,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,93,92,8.99,overcast clouds
606,Port-Gentil,GA,-0.7193,8.7815,73.36,88,20,10.36,few clouds
607,Xiongzhou,CN,25.1167,114.3,77.0,88,77,3.76,broken clouds
608,Guarapari,BR,-20.6667,-40.4975,68.9,89,4,6.85,clear sky
609,George Town,MY,5.4112,100.3354,79.9,92,20,2.3,few clouds
610,Thinadhoo,MV,0.5333,72.9333,82.72,76,67,11.07,broken clouds
611,San Felipe,VE,10.3399,-68.7425,78.85,72,27,7.9,scattered clouds
612,Cambridge,CA,43.3601,-80.3127,81.14,37,75,8.05,broken clouds
613,Altay,CN,47.8667,88.1167,52.48,50,0,5.01,clear sky
614,Kloulklubed,PW,7.0419,134.2556,73.9,74,73,6.55,broken clouds
615,Shelopugino,RU,51.6514,117.5599,58.87,99,100,2.57,overcast clouds
616,Zhaotong,CN,27.3167,103.7167,62.47,90,100,3.85,overcast clouds
617,Abbeville,FR,50.1,1.8333,63.48,76,2,7.96,clear sky
618,Koshurnikovo,RU,54.1667,93.3,41.7,95,15,2.1,few clouds
619,Taitung,TW,22.7583,121.1444,81.5,81,100,5.41,overcast clouds
620,Hellin,ES,38.5106,-1.701,78.76,35,0,4.76,clear sky
621,Husavik,IS,66.0449,-17.3389,47.95,83,27,2.84,scattered clouds
622,Leshukonskoye,RU,64.8989,45.7622,61.41,91,83,3.38,broken clouds
623,Manggar,ID,-2.8833,108.2667,81.27,79,89,7.78,overcast clouds
624,Rawah,IQ,34.4816,41.9093,89.82,21,0,14.12,clear sky
625,Nanzhang,CN,31.7765,111.8386,80.47,90,100,1.52,light rain
626,Mabaruma,GY,8.2,-59.7833,78.21,83,49,4.21,scattered clouds
627,Kruisfontein,ZA,-34.0033,24.7314,51.76,90,40,5.48,scattered clouds
628,Puerto Ayacucho,VE,5.6639,-67.6236,79.75,87,67,5.82,broken clouds
629,Lugovoy,KZ,42.9472,72.7644,65.91,35,0,3.96,clear sky
630,Ballina,AU,-28.8667,153.5667,53.02,79,92,11.54,overcast clouds
631,Richards Bay,ZA,-28.783,32.0377,63.03,75,14,6.33,few clouds
632,Yenagoa,NG,4.9247,6.2642,74.03,93,76,3.85,broken clouds
633,Winnemucca,US,40.973,-117.7357,98.65,8,0,8.05,clear sky
634,Ardakan,IR,32.31,54.0175,81.93,16,0,5.46,clear sky
635,Talnakh,RU,69.4865,88.3972,47.21,71,99,1.92,overcast clouds
636,Bonavista,CA,48.6499,-53.1147,54.41,78,93,12.62,overcast clouds
637,Charlestown,AU,-32.95,151.6667,50.74,79,4,5.01,clear sky
638,Atasu,KZ,48.6814,71.6433,69.75,28,0,4.0,clear sky
639,Ponca City,US,36.707,-97.0856,104.02,19,0,10.36,clear sky
640,Bairiki,KI,1.3292,172.9752,84.2,79,40,14.97,scattered clouds
641,Acapulco,MX,16.8634,-99.8901,85.82,74,75,3.44,broken clouds
642,Souillac,MU,-20.5167,57.5167,66.58,94,75,9.22,broken clouds
643,Pemangkat,ID,1.1667,108.9667,77.05,84,98,4.07,overcast clouds
644,Chara,RU,56.9064,118.2631,66.56,77,100,0.51,overcast clouds
645,Saint-Augustin,CA,51.226,-58.6502,67.08,54,75,9.28,broken clouds
646,Suntar,RU,62.1444,117.6319,67.44,79,41,4.05,scattered clouds
647,Mana,GF,5.6592,-53.7767,77.7,89,64,7.29,broken clouds
648,Vylkove,UA,45.4021,29.586,69.1,73,25,8.7,scattered clouds
649,Touros,BR,-5.1989,-35.4608,76.78,78,13,15.1,few clouds
650,Cheremukhovo,RU,60.3484,59.9851,64.94,86,100,1.99,overcast clouds
651,Cochrane,CA,51.1834,-114.4687,82.62,40,0,6.58,clear sky
652,Port Augusta,AU,-32.5,137.7667,42.42,75,0,7.54,clear sky
653,Ancud,CL,-41.8697,-73.8203,40.69,82,29,5.26,scattered clouds
654,Askiz,RU,53.1319,90.5264,47.05,84,63,5.01,broken clouds
655,Suksun,RU,57.1431,57.3949,62.92,93,97,6.11,overcast clouds
656,Chapais,CA,49.7834,-74.8492,73.18,35,70,4.92,broken clouds
657,Tromso,NO,69.6496,18.957,52.38,93,75,3.44,broken clouds
658,Kungurtug,RU,50.5994,97.5228,47.75,97,100,3.78,overcast clouds
659,Adjumani,UG,3.3779,31.7909,69.49,71,92,2.93,overcast clouds
660,Cheremshan,RU,54.6667,51.5,66.96,87,100,15.64,light rain
661,Port Hardy,CA,50.6996,-127.4199,59.18,82,100,6.91,overcast clouds
662,Maniitsoq,GL,65.4167,-52.9,46.4,74,17,8.93,few clouds
663,Vanimo,PG,-2.6741,141.3028,78.35,86,100,2.21,overcast clouds
664,Shelburne,CA,44.0787,-80.2041,73.11,46,52,7.09,broken clouds
665,Lekoni,GA,-1.5843,14.2591,84.0,39,74,6.4,broken clouds
666,Svobodnyy,RU,51.4,128.1333,70.12,83,60,4.63,broken clouds
667,Mahanoro,MG,-19.9,48.8,63.75,89,11,5.03,few clouds
668,West Bay,KY,19.3667,-81.4167,86.05,81,75,4.61,tornado
669,Cap Malheureux,MU,-19.9842,57.6142,70.47,74,12,5.01,few clouds
670,Panorama,GR,40.5878,23.0315,77.13,41,0,1.99,clear sky
671,Immokalee,US,26.4187,-81.4173,78.78,92,0,6.91,light rain
672,Nichinan,JP,31.6,131.3667,74.88,83,89,9.01,heavy intensity rain
673,Vuktyl,RU,63.8567,57.3094,65.89,93,100,6.15,overcast clouds
674,Pedernales,DO,18.0384,-71.744,84.24,68,100,6.11,overcast clouds
675,Pimenteiras,BR,-6.2453,-41.4192,80.1,36,20,4.81,few clouds
676,Castelldefels,ES,41.2779,1.9703,85.96,59,0,9.22,clear sky
677,Banda Aceh,ID,5.5577,95.3222,79.5,77,57,9.64,broken clouds
678,Aberdeen,GB,57.1437,-2.0981,57.69,82,89,5.75,overcast clouds
679,Sibolga,ID,1.7427,98.7792,77.16,92,100,2.51,overcast clouds
680,Eirunepe,BR,-6.6603,-69.8736,81.77,73,85,2.06,overcast clouds
681,Ontario,US,34.0633,-117.6509,102.99,44,20,16.11,few clouds
682,Urdoma,RU,61.7533,48.5442,61.83,97,99,3.89,overcast clouds
683,Bonanza,NI,14.0289,-84.591,81.77,71,97,3.53,overcast clouds
684,Bismarck,US,46.8083,-100.7837,90.64,54,0,10.36,clear sky
685,Katastarion,GR,37.8333,20.7667,75.09,53,0,9.1,clear sky
686,Aplahoue,BJ,6.9333,1.6833,73.0,92,94,6.89,overcast clouds
687,Sidi Ali,DZ,36.0998,0.4206,76.91,56,0,7.31,clear sky
688,Naryan-Mar,RU,67.6713,53.087,68.43,75,83,6.11,broken clouds
689,Bembereke,BJ,10.2283,2.6634,75.72,76,68,7.87,broken clouds
690,Maniwaki,CA,46.3834,-75.966,71.98,49,56,3.44,broken clouds
691,Nedjo,ET,9.5046,35.5019,55.92,98,97,1.41,overcast clouds
692,Mayumba,GA,-3.432,10.6554,69.51,93,3,6.02,clear sky
693,Ambulu,ID,-8.345,113.6058,74.25,90,79,4.41,broken clouds
694,Camacari,BR,-12.6975,-38.3242,78.57,80,2,5.14,clear sky
