City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
353,Kawalu,ID,73.15,overcast clouds,-7.3817,108.2082,West Jontor
354,Saint-Jean-Port-Joli,CA,70.88,overcast clouds,47.2171,-70.2658,Motel Blanche d'Haberville
355,Rafaela,AR,65.98,few clouds,-31.2503,-61.4867,Parra Hotel & Suites
356,Belyy Yar,RU,51.69,overcast clouds,53.6039,91.3903,Pasportnyy Stol
357,Kalmunai,LK,79.29,overcast clouds,7.4167,81.8167,VS Villa
358,Half Moon Bay,US,88.05,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
360,Oktyabrskoye,RU,66.34,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
361,Leningradskiy,RU,37.06,few clouds,69.3833,178.4167,Gostinitsa
362,Mandalgovi,MN,66.65,light rain,45.7625,106.2708,В.Ганбат
364,Mitsamiouli,KM,77.11,scattered clouds,-11.3847,43.2844,Foyer ADM
366,Cherskiy,RU,50.54,broken clouds,68.75,161.3,Gostinitsa
367,Olavarria,AR,47.75,broken clouds,-36.8927,-60.3225,Hotel Santa Rosa
368,Cabo Frio,BR,71.64,clear sky,-22.8794,-42.0186,Hotel Balneário Cabo Frio
369,Minas,UY,57.0,overcast clouds,-34.3759,-55.2377,Hotel Minas
371,Tawau,MY,75.33,overcast clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
372,Fairbanks,US,68.59,smoke,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
373,Bubaque,GW,80.56,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
374,Bandarbeyla,SO,78.15,overcast clouds,9.4942,50.8122,JABIR HOTEL
375,Batemans Bay,AU,41.9,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
376,Nanchang,CN,83.28,overcast clouds,28.6833,115.8833,Ruidu Hotel
377,Lazaro Cardenas,MX,86.9,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
378,Preobrazheniye,RU,63.3,moderate rain,42.9019,133.9064,Campsite Orlan
379,Wanning,CN,81.21,overcast clouds,18.8003,110.3967,Paradise Hotel
380,Asyut,EG,82.58,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
381,Rognan,NO,51.94,light rain,67.0953,15.3878,Rognan Hotell
382,Terrace,CA,62.51,light intensity shower rain,54.5163,-128.6035,Northern Motor Inn
383,Isla Mujeres,MX,87.85,broken clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
384,Sioux Lookout,CA,75.27,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
385,Aquiraz,BR,80.69,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
386,Bilma,NE,92.21,clear sky,18.6853,12.9164,Expeditions Ténére voyages
387,Cockburn Town,TC,81.75,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
388,Margate,GB,63.3,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
389,Atar,MR,96.1,overcast clouds,20.5169,-13.0499,Oumou Elghoura
390,Ajdabiya,LY,76.96,clear sky,30.7554,20.2263,Almadina Hotel
391,Spring,US,99.05,scattered clouds,30.0799,-95.4172,Comfort Suites Old Town Spring
392,Takahagi,JP,72.09,overcast clouds,36.7167,140.7167,Matsushimakan
393,Kerema,PG,75.09,overcast clouds,-7.9631,145.7785,Frena Lodge
395,Tumut,AU,34.84,clear sky,-35.3,148.2167,Amaroo Motel
396,Tezu,IN,78.46,scattered clouds,27.9167,96.1667,Circuit House
397,Laibin,CN,78.49,broken clouds,23.7,109.2667,GreenTree Alliance Laibin Railway Station Hotel
398,Hot Springs,US,97.2,few clouds,34.5037,-93.0552,Embassy Suites by Hilton Hot Springs Hotel & Spa
400,Black River,JM,83.19,moderate rain,18.0264,-77.8487,Idlers' Rest Beach Hotel
401,Kaduqli,SD,71.15,heavy intensity rain,11.0167,29.7167,Nussyba
402,Abu Zabad,SD,75.81,light rain,12.35,29.25,حامد محمد نور
403,Kamalapuram,IN,78.93,overcast clouds,14.5833,78.65,Arya visha hotel
406,Pangody,RU,53.83,few clouds,65.85,74.4859,Elizaveta Shevchuk's House
408,Bucerias,MX,88.99,scattered clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
409,El Bosque,MX,65.8,overcast clouds,17.0667,-92.7333,Hotel
410,Santa Cruz De Tenerife,ES,79.59,broken clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
411,Mbandaka,CD,74.68,broken clouds,0.0487,18.2603,Guest House Epervier
412,Havoysund,NO,53.83,light rain,70.9963,24.6622,Arctic View Glamping & Restaurant
413,Danville,US,84.87,clear sky,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
414,Hukuntsi,BW,58.23,clear sky,-24.0,21.75,Entabeni Hotel
415,Garden City,US,84.45,scattered clouds,42.3256,-83.331,Big Trees Mobile Home Community
416,Hotaka,JP,73.44,light rain,36.3396,137.8825,にし屋別荘
417,Parambu,BR,75.15,clear sky,-6.2111,-40.6944,Hotel pousada santo onofre
418,Natitingou,BJ,73.72,scattered clouds,10.3042,1.3796,Cotonou
419,Russell,US,85.15,clear sky,32.3502,-85.1999,Macs
420,Senanga,ZM,60.94,broken clouds,-16.1167,23.2667,Zango lodge
421,Hanyang,CN,73.0,overcast clouds,32.1371,105.5126,Forestry Hostel
422,Biak,ID,73.0,overcast clouds,-0.9131,122.8766,Penginapan Kim
424,Namibe,AO,65.39,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
425,Arlit,NE,94.39,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
428,Dubuque,US,81.52,broken clouds,42.4833,-90.8668,American Inn and Suites
429,Calama,CL,57.69,clear sky,-22.4667,-68.9333,Park Hotel Calama
431,Whyalla,AU,46.87,clear sky,-33.0333,137.5833,Foreshore Motor Inn
432,High Level,CA,75.31,scattered clouds,58.5169,-117.136,Days Inn by Wyndham High Level
433,Uray,RU,67.51,broken clouds,60.1247,64.7758,Hotel Pioner
434,Christchurch,NZ,42.33,scattered clouds,-43.5333,172.6333,The George
435,Katakwi,UG,68.81,broken clouds,1.8911,33.9661,Homestay Katakwi
436,Mul,IN,75.88,overcast clouds,20.0667,79.6667,sai Dorlikar
437,Kijang,KR,74.93,broken clouds,35.2442,129.2139,Samyang Beach Villa
438,Labelle,US,78.85,moderate rain,26.7617,-81.4384,Port LaBelle Inn
440,Baturaja,ID,72.79,broken clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
441,Anadyr,RU,57.7,scattered clouds,64.75,177.4833,Отке17.ру — жильё для командированных
442,Zeya,RU,69.51,overcast clouds,53.75,127.2667,Kapital Inn
443,Bambanglipuro,ID,75.18,scattered clouds,-7.95,110.2833,Puri Brata
444,Kenai,US,60.89,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
446,Samarai,PG,76.1,overcast clouds,-10.6167,150.6667,Nuli Sapi
447,Faya,SA,68.11,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
449,Manta,EC,80.38,broken clouds,-0.95,-80.7333,Balandra Hotel
451,Muscat,OM,90.14,scattered clouds,23.6139,58.5922,Mutrah Hotel
452,Dera Bugti,PK,83.08,broken clouds,29.0307,69.151,Nawab Bugti House
453,Mount Isa,AU,42.57,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
454,Huarmey,PE,64.65,few clouds,-10.0681,-78.1522,Hotel Miramar
455,Thabazimbi,ZA,56.23,clear sky,-24.5917,27.4116,Eagle's Rest
456,Puerto Del Rosario,ES,73.15,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
457,Pore,CO,79.38,overcast clouds,5.7272,-71.9947,Casa Medica
459,Vardo,NO,51.78,overcast clouds,70.3705,31.1107,Vardø Hotel AS
460,Thunder Bay,CA,75.18,scattered clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
461,Havelock,US,85.98,thunderstorm with light rain,34.8791,-76.9013,Sherwood Motel
463,Kuching,MY,75.42,few clouds,1.55,110.3333,Hilton Kuching
464,Lakatoro,VU,79.88,few clouds,-16.0999,167.4164,Lakatoro Palm Lodge
465,Yekaterinoslavka,RU,68.13,scattered clouds,50.3734,129.1139,Oktyabr'skaya
466,Padina,RS,78.66,overcast clouds,45.1181,20.7272,Smeštaj Masarik
467,Yulara,AU,41.18,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
468,Farkhor,TJ,78.58,clear sky,37.4922,69.4036,Khonai Abdulkhayrov
469,Kibre Mengist,ET,59.56,light rain,5.8833,38.9833,kal beauty salone adola
470,Lengshuitan,CN,78.33,overcast clouds,26.4111,111.5956,Jialong Hotel
472,Yar-Sale,RU,56.57,overcast clouds,66.8333,70.8333,Yalemd
473,Lagunas,PE,81.88,broken clouds,-5.2269,-75.6753,Hospedaje Eco
474,Filadelfia,US,89.94,overcast clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
476,Kinablangan,PH,78.48,overcast clouds,7.6947,126.5503,Morales Eatery and Lodging House
477,Iquitos,PE,87.84,scattered clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
478,Ilinskiy,RU,62.31,clear sky,55.619,38.1182,Around the world
479,Kreminna,UA,58.64,scattered clouds,49.0495,38.2179,"ОЗЕРНЫЙ, САНАТОРИЙ"
480,Constitucion,CL,48.56,broken clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
481,Fortuna,US,63.86,broken clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
482,Pallasovka,RU,64.9,clear sky,50.05,46.8833,"Hotel ""Natalia"""
483,Taltal,CL,56.73,broken clouds,-25.4,-70.4833,Residencial Karime
484,Beidao,CN,71.94,broken clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
485,Chincha Alta,PE,64.99,overcast clouds,-13.4099,-76.1323,Casa Andina Standard Chincha
486,Jawhar,SO,75.2,clear sky,2.7809,45.5005,Hotel Shabelle
487,Prince Rupert,CA,57.29,overcast clouds,54.3161,-130.3201,Crest Hotel
488,Blacklick Estates,US,83.39,broken clouds,39.9051,-82.8643,Hampton Inn Columbus I-70E/Hamilton Rd.
489,Sungaipenuh,ID,65.08,moderate rain,-2.0833,101.3833,Penginapan Citra Alam
490,Klaeng,TH,81.0,moderate rain,12.7797,101.6483,สวัสดีการ์เดนท์รีสอร์ท
491,Diapaga,BF,82.9,clear sky,12.0708,1.7889,Hôtel GACILIE
492,Neiafu,TO,79.48,light intensity shower rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
493,Nara,JP,77.5,light rain,34.6851,135.8049,Guesthouse Nara Komachi
494,Udachnyy,RU,53.46,overcast clouds,66.4167,112.4,Severnoye Siyaniye
495,Tabuk,PH,74.3,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
496,Alofi,NU,80.49,broken clouds,-19.0595,-169.9187,Taloa Heights
498,Tema,GH,75.54,broken clouds,5.667,-0.0166,Beulah Royale Hotel Tema
499,Amahai,ID,77.14,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
500,Asau,RO,63.52,broken clouds,46.4333,26.4,Casa Mika Ciobanus
501,San Juan,AR,51.3,broken clouds,-31.5375,-68.5364,Hotel Provincial
502,Palencia,ES,81.1,scattered clouds,42.4167,-4.5,Hotel Area de Servicio Los Chopos
503,The Valley,AI,83.82,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
504,Canta,TR,66.67,clear sky,41.1181,28.0803,Eser Diamond Hotel & Convention Center
505,Bairnsdale,AU,45.05,clear sky,-37.8333,147.6167,Town Central Motel
506,Sorland,NO,49.86,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
507,Malkangiri,IN,73.56,overcast clouds,18.35,81.9,MR-SAGAR_KUMAR_RTR™
508,Bitung,ID,76.05,overcast clouds,1.4451,125.1824,K2 Lembeh
509,Pundaguitan,PH,81.59,scattered clouds,6.3711,126.1689,Leonardo Family Beach House 1
510,Bermeo,ES,76.48,scattered clouds,43.4209,-2.7215,Eco-Hotel Mundaka
511,Livingston,GB,56.59,clear sky,55.9029,-3.5226,Mercure Livingston Hotel
512,Narasannapeta,IN,78.57,broken clouds,18.4167,84.05,AVK events and catering
513,Athabasca,CA,75.61,overcast clouds,54.7169,-113.2854,Athabasca Lodge Motel
514,Mumford,GH,74.7,scattered clouds,5.2618,-0.759,Spanish Villa
515,Dunedin,NZ,43.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
516,Orlik,RU,48.22,light rain,52.5178,99.825,Gostevoy Dom Mini Gostinitsa
517,Calbuco,CL,45.61,scattered clouds,-41.768,-73.1273,Hotel Colonial
518,Altamira,BR,76.35,overcast clouds,-3.2033,-52.2064,Requinte Hotel
519,Harper,LR,75.07,broken clouds,4.375,-7.7169,Screensaver
520,Ubinskoye,RU,53.67,moderate rain,55.3068,79.6802,Gostinitsa Siberia
521,Lengshuijiang,CN,78.44,broken clouds,27.6881,111.4294,Sheraton
522,Bedele,ET,56.21,light rain,8.456,36.353,Central Hotel
523,Mosjoen,NO,50.52,light rain,65.836,13.1908,Fru Haugans Hotel
524,Mae Sai,TH,72.7,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
526,Robertson,US,93.36,broken clouds,36.5167,-86.8667,Hampton Inn Springfield
527,Taiyuan,CN,75.06,clear sky,37.8694,112.5603,Taiyuan Wanda Wenhua Hotel
528,Tecoanapa,MX,85.44,overcast clouds,16.5167,-98.75,Hotel Manglares
530,Sibu,MY,71.91,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
531,Balad,IQ,91.96,clear sky,34.0164,44.1453,رضاوي زنوبة
532,Mezen,RU,60.62,overcast clouds,65.8522,44.24,Gostevoy Dom Everest
533,Grindavik,IS,51.75,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
535,Idrinskoye,RU,46.78,few clouds,54.3708,92.1358,Domashniy Khostel
536,Mingaora,PK,72.81,scattered clouds,34.7758,72.3625,Burj Al Swat
537,Churapcha,RU,69.66,scattered clouds,62.0025,132.4325,"""Tusku"""
538,Necochea,AR,50.47,light rain,-38.5473,-58.7368,dyd -mar Hotel
539,Beyneu,KZ,86.9,broken clouds,45.3167,55.2,NUR
541,Wanxian,CN,80.46,broken clouds,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
542,Luena,AO,53.78,clear sky,-11.7833,19.9167,Hotel Kandamba
543,Clarence Town,AU,50.86,clear sky,-32.5833,151.7833,River Downs Cottage
544,Griffith,US,83.14,scattered clouds,41.5284,-87.4237,Apartment above Depot Bar
546,Nova Olinda Do Norte,BR,83.26,broken clouds,-3.8881,-59.0942,Casa Juazeiro
547,Meulaboh,ID,75.34,broken clouds,4.1363,96.1285,Kost Pria
548,Geraldton,AU,52.21,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
549,Muswellbrook,AU,40.33,clear sky,-32.2667,150.9,Wayfarer Motel
550,Ilhabela,BR,69.53,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
552,Marystown,CA,63.43,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
553,Narragansett,US,82.47,clear sky,41.4501,-71.4495,Hampton Inn South Kingstown - Newport Area
554,Daphne,US,90.36,moderate rain,30.6035,-87.9036,Pine Grove Lodge
556,Medicine Hat,CA,85.84,few clouds,50.0501,-110.6683,Ramada Limited Medicine Hat
557,Umm Lajj,SA,84.15,scattered clouds,25.0213,37.2685,Moon light Furnished Units
558,Malibu,US,95.5,scattered clouds,34.005,-118.8101,Malibu Country Inn
559,Amarante Do Maranhao,BR,82.29,broken clouds,-5.5667,-46.7422,Hotéis Caçulinha
560,Jalu,LY,77.43,clear sky,29.0331,21.5482,صاحبة الفخامة
561,Sijunjung,ID,71.4,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
562,Salinopolis,BR,78.62,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
563,Kushima,JP,81.59,light rain,31.4583,131.2333,Hanaoka
565,Kirovskiy,RU,62.58,overcast clouds,45.0917,133.5136,"Uyut, Gostinitsa"
566,Shimorskoye,RU,56.52,light rain,55.3244,42.0267,Eksport Agentstvo
567,Aklavik,CA,44.6,light rain,68.2191,-135.0107,Aklavik Inn
568,Ponta Delgada,PT,70.52,broken clouds,37.7333,-25.6667,Vila Nova Hotel
569,Tateyama,JP,77.09,light rain,34.9833,139.8667,Tateyama Seaside Hotel
570,Le Port,RE,67.24,light rain,-20.9373,55.2919,KORBEY D'OR OUEST
572,Rock Springs,US,90.84,few clouds,41.5875,-109.2029,Homewood Suites by Hilton Rock Springs
573,Petrozavodsk,RU,60.26,overcast clouds,61.7849,34.3469,Fregat
574,Cordoba,AR,61.75,clear sky,-31.4135,-64.1811,Hotel Sussex
575,Eyl,SO,79.16,overcast clouds,7.9803,49.8164,Amiin Hotel
576,Ingham,US,81.91,overcast clouds,42.6,-84.3833,Sunset Mobile Home Park
578,San Matias,BO,83.19,scattered clouds,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
579,Ladybrand,ZA,43.16,clear sky,-29.1945,27.4574,Accommodation @ Top House Bed and Breakfast
580,Sidney,AU,46.71,few clouds,-33.8679,151.2073,The Grace Sydney
581,Pali,IN,84.54,broken clouds,25.7667,73.3333,HOTEL THE AMBA VILAS
582,Rovaniemi,FI,60.21,clear sky,66.5,25.7167,Arctic City Hotel
583,Pangani,TZ,72.23,broken clouds,-5.4333,38.9667,Safari Mashariki Lodge
585,Coihaique,CL,34.41,overcast clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
586,Chernyshevskiy,RU,55.76,light rain,63.0128,112.4714,Chernyseyskiy
588,Forio,IT,77.52,clear sky,40.7342,13.8646,Hotel Terme Providence
589,Kalabo,ZM,56.77,clear sky,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
590,Kakonko,TZ,65.62,clear sky,-3.2828,30.9642,Edward Memorial Guest House
591,Inverell,AU,41.16,clear sky,-29.7833,151.1167,Sapphire City Motor Inn
592,Qianan,CN,65.53,overcast clouds,44.9932,124.0581,Qian'an Hotel
593,Guilin,CN,77.11,broken clouds,25.2819,110.2864,Grand 0773 Hotel
594,Dingli,MT,76.82,clear sky,35.8614,14.3822,The Xara Palace Relais & Chateaux
595,Wajima,JP,76.44,moderate rain,37.4,136.9,Wajiima Onsen Yashio
596,Kazanskaya,RU,61.12,clear sky,45.4106,40.4361,Tikhiy Dvorik
597,Mongu,ZM,57.06,scattered clouds,-15.2484,23.1274,Country Lodge Mongu
598,Sakakah,SA,89.17,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
600,Pochutla,MX,85.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
601,Kapit,MY,73.6,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
602,San Remo,IT,80.31,clear sky,43.8182,7.7612,Royal Hotel Sanremo
603,Yorkton,CA,76.84,scattered clouds,51.2167,-102.4677,Redwood Motel
604,Santa Maria,BR,58.3,mist,-29.6842,-53.8069,Hotel Morotin
605,Vila Franca Do Campo,PT,74.19,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
606,Port-Gentil,GA,73.36,few clouds,-0.7193,8.7815,Fengshui Residence
607,Xiongzhou,CN,77.0,broken clouds,25.1167,114.3,Xinhewan Business Hotel
608,Guarapari,BR,68.9,clear sky,-20.6667,-40.4975,Hotel Porto do Sol
609,George Town,MY,79.9,few clouds,5.4112,100.3354,Cititel Penang
611,San Felipe,VE,78.85,scattered clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
612,Cambridge,CA,81.14,broken clouds,43.3601,-80.3127,Cambridge Gateway Suites
613,Altay,CN,52.48,clear sky,47.8667,88.1167,Jinqiao Hotel
614,Kloulklubed,PW,73.9,broken clouds,7.0419,134.2556,Storyboard Beach Resort
616,Zhaotong,CN,62.47,overcast clouds,27.3167,103.7167,Jingguan Home
617,Abbeville,FR,63.48,clear sky,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
618,Koshurnikovo,RU,41.7,few clouds,54.1667,93.3,Outskirts Manor
619,Taitung,TW,81.5,overcast clouds,22.7583,121.1444,Taitung Bali Suites Hotel
620,Hellin,ES,78.76,clear sky,38.5106,-1.701,Hotel Restaurante Reina Victoria
621,Husavik,IS,47.95,scattered clouds,66.0449,-17.3389,Bjarnabúð
622,Leshukonskoye,RU,61.41,broken clouds,64.8989,45.7622,Pryalitsa Hostel
623,Manggar,ID,81.27,overcast clouds,-2.8833,108.2667,Guest Hotel
624,Rawah,IQ,89.82,clear sky,34.4816,41.9093,بيت سميع
625,Nanzhang,CN,80.47,light rain,31.7765,111.8386,Longmenkezhan
626,Mabaruma,GY,78.21,scattered clouds,8.2,-59.7833,Monty Brooms Guest House
627,Kruisfontein,ZA,51.76,scattered clouds,-34.0033,24.7314,Oyster Bay House Rental
628,Puerto Ayacucho,VE,79.75,broken clouds,5.6639,-67.6236,Posada Turistica Manapiare
629,Lugovoy,KZ,65.91,clear sky,42.9472,72.7644,Ж.Д Вокзал Луговая
630,Ballina,AU,53.02,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
631,Richards Bay,ZA,63.03,few clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
632,Yenagoa,NG,74.03,broken clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
633,Winnemucca,US,98.65,clear sky,40.973,-117.7357,Winners Inn Casino
634,Ardakan,IR,81.93,clear sky,32.31,54.0175,Ardakan Hotel
635,Talnakh,RU,47.21,overcast clouds,69.4865,88.3972,Talnakh Hotel
636,Bonavista,CA,54.41,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
637,Charlestown,AU,50.74,clear sky,-32.95,151.6667,Panorama Motor Inn Hotel
638,Atasu,KZ,69.75,clear sky,48.6814,71.6433,Dostyk
640,Bairiki,KI,84.2,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
641,Acapulco,MX,85.82,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
642,Souillac,MU,66.58,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
643,Pemangkat,ID,77.05,overcast clouds,1.1667,108.9667,Ramah Kost KITA
646,Suntar,RU,67.44,scattered clouds,62.1444,117.6319,Гостевая квартира
647,Mana,GF,77.7,broken clouds,5.6592,-53.7767,LE SAMANA
648,Vylkove,UA,69.1,scattered clouds,45.4021,29.586,Pelican City
649,Touros,BR,76.78,few clouds,-5.1989,-35.4608,INN NEW HORIZON
651,Cochrane,CA,82.62,clear sky,51.1834,-114.4687,Days Inn & Suites by Wyndham Cochrane
652,Port Augusta,AU,42.42,clear sky,-32.5,137.7667,Majestic Oasis Apartments
653,Ancud,CL,40.69,scattered clouds,-41.8697,-73.8203,Hotel Arena Gruesa
654,Askiz,RU,47.05,broken clouds,53.1319,90.5264,Sovetskiy
655,Suksun,RU,62.92,overcast clouds,57.1431,57.3949,Island Relax
656,Chapais,CA,73.18,broken clouds,49.7834,-74.8492,Hôtel Opémiska
657,Tromso,NO,52.38,broken clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
659,Adjumani,UG,69.49,overcast clouds,3.3779,31.7909,Hotel Zawadi
660,Cheremshan,RU,66.96,light rain,54.6667,51.5,"Khostel ""U Kamina"""
661,Port Hardy,CA,59.18,overcast clouds,50.6996,-127.4199,Airport Inn-Port Hardy
662,Maniitsoq,GL,46.4,few clouds,65.4167,-52.9,Hotel Heilmann Lyberth
663,Vanimo,PG,78.35,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
664,Shelburne,CA,73.11,broken clouds,44.0787,-80.2041,The Retreat at the Farm
665,Lekoni,GA,84.0,broken clouds,-1.5843,14.2591,Rendez-vous Des ChasseursD
666,Svobodnyy,RU,70.12,broken clouds,51.4,128.1333,Alekseevskij Hotel
667,Mahanoro,MG,63.75,few clouds,-19.9,48.8,BUNGALOW MAHAMANINA
668,West Bay,KY,86.05,tornado,19.3667,-81.4167,Calypso Cove
669,Cap Malheureux,MU,70.47,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
670,Panorama,GR,77.13,clear sky,40.5878,23.0315,Panorama Hotel
671,Immokalee,US,78.78,light rain,26.4187,-81.4173,Seminole Casino Hotel Immokalee
672,Nichinan,JP,74.88,heavy intensity rain,31.6,131.3667,Guest House Aki
673,Vuktyl,RU,65.89,overcast clouds,63.8567,57.3094,Mini-Hotel Lokomotiv
674,Pedernales,DO,84.24,overcast clouds,18.0384,-71.744,Hotel Costa Marina
675,Pimenteiras,BR,80.1,few clouds,-6.2453,-41.4192,Hotel rotativo pimentas
676,Castelldefels,ES,85.96,clear sky,41.2779,1.9703,Aparthotel Solifemar
677,Banda Aceh,ID,79.5,broken clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
678,Aberdeen,GB,57.69,overcast clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
679,Sibolga,ID,77.16,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
680,Eirunepe,BR,81.77,overcast clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
682,Urdoma,RU,61.83,overcast clouds,61.7533,48.5442,Vikonda
683,Bonanza,NI,81.77,overcast clouds,14.0289,-84.591,Edificio Administrativo HEMCO
684,Bismarck,US,90.64,clear sky,46.8083,-100.7837,Bismarck Hotel and Conference Center
685,Katastarion,GR,75.09,clear sky,37.8333,20.7667,Clio
686,Aplahoue,BJ,73.0,overcast clouds,6.9333,1.6833,Hotel Immaculee
687,Sidi Ali,DZ,76.91,clear sky,36.0998,0.4206,Complexe touristique haje bezine
688,Naryan-Mar,RU,68.43,broken clouds,67.6713,53.087,Hostel Agat
689,Bembereke,BJ,75.72,broken clouds,10.2283,2.6634,Hotel Bio Guera
690,Maniwaki,CA,71.98,broken clouds,46.3834,-75.966,Centre Chateau Logue
691,Nedjo,ET,55.92,overcast clouds,9.5046,35.5019,Yerosan Hotel
692,Mayumba,GA,69.51,clear sky,-3.432,10.6554,LIKWALE LODGE
693,Ambulu,ID,74.25,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
694,Camacari,BR,78.57,clear sky,-12.6975,-38.3242,Sítio Blasi
695,Asosa,ET,58.1,overcast clouds,10.0667,34.5333,Blendana Hotel Assosa
696,Long Beach,US,89.31,clear sky,33.767,-118.1892,The Westin Long Beach
697,Desbiens,CA,72.25,overcast clouds,48.4178,-71.9495,Motel Lac St-Jean Inc
699,Phangnga,TH,82.44,overcast clouds,8.4509,98.5298,Sunimit Mansion
